,CVE_ENT_x,NOM_ENT,NOM_MUN,CVE_LOC,NOM_LOC,CVE_SUN,NOM_SUN,POB_2018,CVEGEO,P_TOTAL_1990,P_TOTAL_2000,P_TOTAL_2010,P_TOTAL_2020,LONGITUD,LATITUD,CVE_MUN,NOMGEO
172,16,Michoacán de Ocampo,Jacona,,,M16.03,Zamora,67639,16043,40546.0,54130,64011,68781,102.30602333333333,19.956321944444444,043,Jacona
173,16,Michoacán de Ocampo,Charo,,,M16.02,Morelia,23250,16022,16213.0,19169,21723,25138,101.04631277777777,19.746670277777778,022,Charo
174,16,Michoacán de Ocampo,Zamora,,,M16.03,Zamora,199265,16108,144899.0,161918,186102,204860,102.28595777777778,19.983579444444445,108,Zamora
175,16,Michoacán de Ocampo,La Piedad,,,M16.01,La Piedad-Pénjamo,107214,16069,81162.0,84946,99576,106490,102.0225538888889,20.341450277777778,069,La Piedad
176,17,Morelos,Cuautla,,,M17.01,Cuautla,195152,17006,120315.0,153329,175207,187118,98.95526472222222,18.812788333333334,006,Cuautla
177,17,Morelos,Yecapixtla,,,M17.01,Cuautla,53980,17030,27032.0,36582,46809,56083,98.86814361111111,18.88341972222222,030,Yecapixtla
178,17,Morelos,Ayala,,,M17.01,Cuautla,88724,17004,52969.0,69381,78866,89834,98.98214166666666,18.767086666666664,004,Ayala
179,17,Morelos,Xochitepec,,,M17.02,Cuernavaca,73540,17028,27828.0,45643,63382,73539,99.23146277777778,18.781865555555555,028,Xochitepec
180,17,Morelos,Atlatlahucan,,,M17.01,Cuautla,23371,17002,9255.0,14708,18895,25232,98.89917527777779,18.936270833333335,002,Atlatlahucan
181,17,Morelos,Tepoztlán,,,M17.02,Cuernavaca,47691,17020,27646.0,32921,41629,54987,99.10122694444443,18.986457222222224,020,Tepoztlán
182,17,Morelos,Huitzilac,,,M17.02,Cuernavaca,20016,17009,10573.0,15184,17340,24515,99.26745277777778,19.029033055555555,009,Huitzilac
183,17,Morelos,Tlayacapan,,,M17.01,Cuautla,18784,17026,9868.0,13851,16543,19408,98.9831175,18.95661722222222,026,Tlayacapan
184,17,Morelos,Emiliano Zapata,,,M17.02,Cuernavaca,98306,17008,33646.0,57617,83485,107053,99.18324277777778,18.840984166666665,008,Emiliano Zapata
185,17,Morelos,Cuernavaca,,,M17.02,Cuernavaca,397179,17007,281294.0,338706,365168,378476,99.23489694444444,18.92178277777778,007,Cuernavaca
186,17,Morelos,Tlaltizapán de Zapata,,,M17.02,Cuernavaca,54065,17024,37497.0,45272,48881,52399,99.11817888888888,18.682962222222223,024,Tlaltizapán de Zapata
187,17,Morelos,Jiutepec,,,M17.02,Cuernavaca,220501,17011,101275.0,170589,196953,215357,99.17719833333334,18.881974444444445,011,Jiutepec
188,17,Morelos,Yautepec,,,M17.01,Cuautla,111738,17029,60258.0,84405,97827,105780,99.06075416666667,18.886061666666667,029,Yautepec
189,17,Morelos,Temixco,,,M17.02,Cuernavaca,120980,17018,67736.0,92850,108126,122263,99.22414305555556,18.84527333333333,018,Temixco
190,18,Nayarit,Bahía de Banderas,,,M14.03,Puerto Vallarta,172125,18020,39831.0,59808,124205,187632,105.24792416666666,20.80676,020,Bahía de Banderas
191,18,Nayarit,Xalisco,,,M18.01,Tepic,58908,18008,26722.0,37664,49102,65229,104.89973555555557,21.443687222222223,008,Xalisco
192,18,Nayarit,Tepic,,,M18.01,Tepic,453479,18017,241463.0,305176,380249,425924,104.89379916666667,21.507413055555556,017,Tepic
193,19,Nuevo León,San Pedro Garza García,,,M19.01,Monterrey,135338,19019,113040.0,125978,122659,132169,100.40246666666667,25.665169444444444,019,San Pedro Garza García
194,19,Nuevo León,General Escobedo,,,M19.01,Monterrey,425926,19021,98147.0,233457,357937,481213,100.32264166666667,25.807986111111113,021,General Escobedo
195,19,Nuevo León,Monterrey,,,M19.01,Monterrey,1216302,19039,1069238.0,1110997,1135550,1142994,100.31089166666666,25.66469722222222,039,Monterrey
196,19,Nuevo León,García,,,M19.01,Monterrey,204735,19018,13164.0,28974,143668,397205,100.58546944444444,25.800491666666666,018,García
197,19,Nuevo León,Santa Catarina,,,M19.01,Monterrey,296472,19048,163848.0,227026,268955,306322,100.46174722222223,25.67436388888889,048,Santa Catarina
198,19,Nuevo León,General Zuazua,,,M19.01,Monterrey,82657,19025,4647.0,6033,55213,102149,100.10824722222222,25.896977777777778,025,General Zuazua
199,19,Nuevo León,Pesquería,,,M19.01,Monterrey,30099,19041,8188.0,11321,20843,147624,100.05367777777778,25.783258333333333,041,Pesquería
200,19,Nuevo León,Cadereyta Jiménez,,,M19.01,Monterrey,100728,19009,53582.0,75059,86445,122337,100.00159444444445,25.59100833333333,009,Cadereyta Jiménez
201,19,Nuevo León,Ciénega de Flores,,,M19.01,Monterrey,35078,19012,6708.0,11204,24526,68747,100.16810833333334,25.952069444444444,012,Ciénega de Flores
202,19,Nuevo León,San Nicolás de los Garza,,,M19.01,Monterrey,459392,19046,436603.0,496878,443273,412199,100.2895861111111,25.755252777777777,046,San Nicolás de los Garza
203,19,Nuevo León,El Carmen,,,M19.01,Monterrey,23214,19010,4906.0,6644,16092,104478,100.36412222222222,25.93222777777778,010,El Carmen
204,19,Nuevo León,Abasolo,,,M19.01,Monterrey,2997,19001,1373.0,2514,2791,2974,100.39998833333334,25.9453375,001,Abasolo
205,19,Nuevo León,Hidalgo,,,M19.01,Monterrey,18447,19047,11668.0,14275,16604,16086,100.44689444444445,25.975649999999998,047,Hidalgo
206,19,Nuevo León,Juárez,,,M19.01,Monterrey,363859,19031,28014.0,66497,256970,471523,100.09088055555556,25.646225,031,Juárez
207,19,Nuevo León,Santiago,,,M19.01,Monterrey,44571,19049,30182.0,36812,40469,46784,100.15301111111111,25.427100000000003,049,Santiago
208,19,Nuevo León,Apodaca,,,M19.01,Monterrey,636331,19006,115913.0,283497,523370,656464,100.18922777777779,25.781294444444445,006,Apodaca
209,19,Nuevo León,Guadalupe,,,M19.01,Monterrey,720743,19026,535560.0,670162,678006,643143,100.25989722222222,25.677325,026,Guadalupe
210,19,Nuevo León,Salinas Victoria,,,M19.01,Monterrey,38080,19045,9518.0,19024,32660,86766,100.29150555555556,25.959566666666667,045,Salinas Victoria
211,20,Oaxaca,San Agustín Yatareni,,,M20.01,Oaxaca,4842,20087,2687.0,3400,4075,5521,96.66811722222222,17.081211944444444,087,San Agustín Yatareni
212,20,Oaxaca,Oaxaca de Juárez,,,M20.01,Oaxaca,273219,20067,213985.0,256130,263357,270955,96.72545027777778,17.059993055555555,067,Oaxaca de Juárez
213,20,Oaxaca,Santo Domingo Tomaltepec,,,M20.01,Oaxaca,3170,20519,2353.0,2834,2790,3386,96.62435749999999,17.060419722222225,519,Santo Domingo Tomaltepec
214,20,Oaxaca,San Jacinto Amilpas,,,M20.01,Oaxaca,17147,20157,2449.0,8343,13860,16827,96.76256166666667,17.100806666666667,157,San Jacinto Amilpas
215,20,Oaxaca,Magdalena Apasco,,,M20.01,Oaxaca,8627,20045,3569.0,3942,7522,7888,96.82109083333333,17.242063055555555,045,Magdalena Apasco
216,20,Oaxaca,San Antonio de la Cal,,,M20.01,Oaxaca,27351,20107,7941.0,15261,21456,26282,96.69928416666667,17.031313333333333,107,San Antonio de la Cal
217,20,Oaxaca,Santa María Atzompa,,,M20.01,Oaxaca,34409,20399,5781.0,15749,27465,41921,96.77926111111111,17.102865555555557,399,Santa María Atzompa
218,20,Oaxaca,San Lorenzo Cacaotepec,,,M20.01,Oaxaca,15530,20227,7061.0,9965,13704,18339,96.80199555555555,17.129358611111112,227,San Lorenzo Cacaotepec
219,20,Oaxaca,Santa Cruz Amilpas,,,M20.01,Oaxaca,11583,20375,4204.0,6457,10120,13200,96.68401722222222,17.0587,375,Santa Cruz Amilpas
220,20,Oaxaca,Tlalixtac de Cabrera,,,M20.01,Oaxaca,10416,20553,5121.0,6777,9417,12067,96.64841694444445,17.074484444444444,553,Tlalixtac de Cabrera
221,20,Oaxaca,Santa María del Tule,,,M20.01,Oaxaca,8492,20409,6398.0,7272,8165,8939,96.63659222222223,17.046701666666667,409,Santa María del Tule
222,20,Oaxaca,San Andrés Huayápam,,,M20.01,Oaxaca,5313,20091,2355.0,3909,4879,6279,96.66623916666667,17.102543333333333,091,San Andrés Huayápam
223,20,Oaxaca,Villa de Zaachila,,,M20.01,Oaxaca,39473,20565,11961.0,19247,34101,46464,96.75058833333334,16.950717777777776,565,Villa de Zaachila
224,20,Oaxaca,Santa María Mixtequilla,,,M20.02,Tehuantepec,4633,20421,3629.0,4041,4442,4690,95.26047333333334,16.373708333333333,421,Santa María Mixtequilla
225,20,Oaxaca,Santa María Coyotepec,,,M20.01,Oaxaca,3367,20403,877.0,1658,2772,3751,96.70673638888888,16.967160555555555,403,Santa María Coyotepec
226,20,Oaxaca,Villa de Etla,,,M20.01,Oaxaca,10700,20338,6077.0,7819,9280,10361,96.80057944444444,17.207528055555557,338,Villa de Etla
227,20,Oaxaca,San Pedro Huilotepec,,,M20.02,Tehuantepec,3036,20308,2236.0,2588,2839,3307,95.15293444444445,16.24365722222222,308,San Pedro Huilotepec
228,20,Oaxaca,Nazareno Etla,,,M20.01,Oaxaca,4085,20063,3207.0,3368,3882,4293,96.82400166666666,17.17799,063,Nazareno Etla
229,20,Oaxaca,Salina Cruz,,,M20.02,Tehuantepec,88767,20079,65707.0,76452,82371,84438,95.19215861111111,16.175885,079,Salina Cruz
230,20,Oaxaca,-nimas Trujano,,,M20.01,Oaxaca,4267,20174,2282.0,2887,3759,4564,96.71319611111112,16.988882222222223,174,Ánimas Trujano
231,20,Oaxaca,San Pablo Etla,,,M20.01,Oaxaca,18386,20293,4228.0,7103,15535,17116,96.76449,17.145505555555555,293,San Pablo Etla
232,20,Oaxaca,San Agustín de las Juntas,,,M20.01,Oaxaca,10204,20083,2646.0,4970,8089,11391,96.71144138888889,17.01166,083,San Agustín de las Juntas
233,20,Oaxaca,San Blas Atempa,,,M20.02,Tehuantepec,17621,20124,10935.0,15886,17094,19696,95.22754583333334,16.326321944444445,124,San Blas Atempa
234,20,Oaxaca,Santa Cruz Xoxocotlán,,,M20.01,Oaxaca,89249,20385,30762.0,52806,77833,100402,96.73435805555556,17.027281388888888,385,Santa Cruz Xoxocotlán
235,20,Oaxaca,Soledad Etla,,,M20.01,Oaxaca,5665,20539,3205.0,3902,5025,6348,96.82075694444444,17.17168416666667,539,Soledad Etla
236,20,Oaxaca,San Bartolo Coyotepec,,,M20.01,Oaxaca,9369,20115,3825.0,4740,8684,10391,96.70765027777779,16.95828138888889,115,San Bartolo Coyotepec
237,20,Oaxaca,Santa Lucía del Camino,,,M20.01,Oaxaca,50604,20390,29122.0,44364,47356,50362,96.69467722222223,17.064118055555557,390,Santa Lucía del Camino
238,20,Oaxaca,San Sebastián Tutla,,,M20.01,Oaxaca,17659,20350,4231.0,15690,16241,16878,96.67212027777778,17.058476111111112,350,San Sebastián Tutla
239,20,Oaxaca,Santo Domingo Tehuantepec,,,M20.02,Tehuantepec,66238,20515,47147.0,53229,61872,67739,95.23204916666667,16.332058333333332,515,Santo Domingo Tehuantepec
240,21,Puebla,San Andrés Cholula,,,M21.01,Puebla-Tlaxcala,121521,21119,37788.0,56066,100439,154448,98.30065555555555,19.050943888888888,119,San Andrés Cholula
241,21,Puebla,San Martín Texmelucan,,,M21.01,Puebla-Tlaxcala,156873,21132,94471.0,121071,141112,155738,98.43551555555555,19.282908055555556,132,San Martín Texmelucan
242,21,Puebla,Domingo Arenas,,,M21.01,Puebla-Tlaxcala,8247,21060,4438.0,5581,6946,7982,98.45750916666667,19.14202861111111,060,Domingo Arenas
243,21,Puebla,Chignautla,,,M21.03,Teziutlán,34695,21054,13037.0,21571,30254,35223,97.38958972222223,19.813911944444445,054,Chignautla
244,21,Puebla,Tepatlaxco de Hidalgo,,,M21.01,Puebla-Tlaxcala,18051,21163,12153.0,14055,16275,18854,97.96661694444445,19.077302222222222,163,Tepatlaxco de Hidalgo
245,21,Puebla,Chiautzingo,,,M21.01,Puebla-Tlaxcala,20888,21048,15483.0,17788,18762,22039,98.46825916666667,19.202914444444446,048,Chiautzingo
246,21,Puebla,Acajete,,,M21.01,Puebla-Tlaxcala,68027,21001,41227.0,49462,60353,72894,97.952715,19.10494027777778,001,Acajete
247,21,Puebla,San Pedro Cholula,,,M21.01,Puebla-Tlaxcala,132472,21140,78177.0,99794,120459,138433,98.30750583333334,19.062484166666668,140,San Pedro Cholula
248,21,Puebla,San Gregorio Atzompa,,,M21.01,Puebla-Tlaxcala,9469,21125,5593.0,6934,8170,9671,98.34576555555554,19.02668583333333,125,San Gregorio Atzompa
249,21,Puebla,Huejotzingo,,,M21.01,Puebla-Tlaxcala,69425,21074,41792.0,50868,63457,90794,98.40813111111112,19.158994166666666,074,Huejotzingo
250,21,Puebla,Tlaltenango,,,M21.01,Puebla-Tlaxcala,6918,21181,4338.0,5370,6269,7425,98.34431638888888,19.170023333333333,181,Tlaltenango
251,21,Puebla,Amozoc,,,M21.01,Puebla-Tlaxcala,123009,21015,35738.0,64315,100964,125876,98.04491694444444,19.04461277777778,015,Amozoc
252,21,Puebla,Ocoyucan,,,M21.01,Puebla-Tlaxcala,30482,21106,17708.0,23619,25720,42669,98.30254638888889,18.97687333333333,106,Ocoyucan
253,21,Puebla,Santiago Miahuatlán,,,M21.02,Tehuacán,25745,21149,9073.0,14249,21993,30309,97.44185333333334,18.55315527777778,149,Santiago Miahuatlán
254,21,Puebla,Puebla,,,M21.01,Puebla-Tlaxcala,1674423,21114,1057454.0,1346916,1539819,1692181,98.19749472222223,19.043989722222225,114,Puebla
255,21,Puebla,Juan C. Bonilla,,,M21.01,Puebla-Tlaxcala,22156,21090,11495.0,14483,18540,23783,98.32903333333333,19.110695,090,Juan C. Bonilla
256,21,Puebla,Coronango,,,M21.01,Puebla-Tlaxcala,39755,21034,20576.0,27575,34596,46836,98.30807361111111,19.13110222222222,034,Coronango
257,21,Puebla,San Felipe Teotlalcingo,,,M21.01,Puebla-Tlaxcala,10517,21122,7719.0,8632,9426,11063,98.49545472222222,19.235724722222223,122,San Felipe Teotlalcingo
258,21,Puebla,San Salvador el Verde,,,M21.01,Puebla-Tlaxcala,33219,21143,17980.0,22649,28419,34880,98.51716583333334,19.269020555555553,143,San Salvador el Verde
259,21,Puebla,San Miguel Xoxtla,,,M21.01,Puebla-Tlaxcala,12808,21136,7478.0,9350,11598,12461,98.30969888888889,19.16830277777778,136,San Miguel Xoxtla
260,21,Puebla,Teziutlán,,,M21.03,Teziutlán,100380,21174,63245.0,81156,92246,103583,97.3608775,19.817990555555554,174,Teziutlán
261,21,Puebla,Cuautlancingo,,,M21.01,Puebla-Tlaxcala,102060,21041,29047.0,46729,79153,137435,98.27331,19.089346944444443,041,Cuautlancingo
262,21,Puebla,Tehuacán,,,M21.02,Tehuacán,303349,21156,155563.0,226258,274906,327312,97.39199888888889,18.462184444444443,156,Tehuacán
263,22,Querétaro,Corregidora,,,M22.01,Querétaro,179221,22006,43775.0,74558,143073,212567,100.44588305555556,20.552435833333334,006,Corregidora
264,22,Querétaro,Huimilpan,,,M22.01,Querétaro,39574,22008,24106.0,29140,35554,36808,100.2743336111111,20.375245,008,Huimilpan
265,22,Querétaro,El Marqués,,,M22.01,Querétaro,152272,22011,55258.0,71397,116458,231668,100.33109666666667,20.606569722222222,011,El Marqués
266,22,Querétaro,Querétaro,,,M22.01,Querétaro,897039,22014,456458.0,641386,801940,1049777,100.38995722222222,20.59339111111111,014,Querétaro
267,23,Quintana Roo,Othón P. Blanco,,,M23.02,Chetumal,258539,23004,172563.0,208164,244553,233648,88.29789888888888,18.493889444444445,004,Othón P. Blanco
268,23,Quintana Roo,Isla Mujeres,,,M23.01,Cancún,21200,23003,10666.0,11313,16203,22686,86.74609166666667,21.256569166666665,003,Isla Mujeres
269,23,Quintana Roo,Benito Juárez,,,M23.01,Cancún,848465,23005,176765.0,419815,661176,911503,86.8248111111111,21.16141611111111,005,Benito Juárez
270,24,San Luis Potosí,Rioverde,,,M24.01,Rioverde,99724,24024,86434.0,88991,91924,97943,99.9929225,21.932378055555557,024,Rioverde
271,24,San Luis Potosí,San Luis Potosí,,,M24.02,San Luis Potosí,848151,24028,525733.0,670532,772604,911908,100.97695805555556,22.151654999999998,028,San Luis Potosí
272,24,San Luis Potosí,Soledad de Graciano Sánchez,,,M24.02,San Luis Potosí,312678,24035,132979.0,180296,267839,332072,100.93727416666667,22.18788138888889,035,Soledad de Graciano Sánchez
273,24,San Luis Potosí,Ciudad Fernández,,,M24.01,Rioverde,47185,24011,34778.0,39944,43528,48106,100.01102222222222,21.943511944444445,011,Ciudad Fernández
274,24,San Luis Potosí,Zaragoza,,,M24.02,San Luis Potosí,27392,24055,19143.0,21962,24596,27386,100.73096666666667,22.035605,055,Zaragoza
275,25,Sinaloa,Culiacán,,,M25.01,Culiacán,966609,25006,601123.0,745537,858638,1003530,107.39375611111112,24.808808055555556,006,Culiacán
276,25,Sinaloa,Mazatlán,,,M25.02,Mazatlán,492420,25012,314345.0,380509,438434,501441,106.4222213888889,23.20031583333333,012,Mazatlán
277,26,Sonora,Empalme,,,M26.01,Guaymas,60383,26025,46017.0,49987,54131,51431,110.81599333333332,27.957605833333332,025,Empalme
278,26,Sonora,Nogales,,,M26.03,Nogales,256387,26043,107936.0,159787,220292,264782,110.94574472222223,31.325903055555557,043,Nogales
279,26,Sonora,Hermosillo,,,M26.02,Hermosillo,907233,26030,448966.0,609829,784342,936263,110.95846361111111,29.074891666666666,030,Hermosillo
280,26,Sonora,Guaymas,,,M26.01,Guaymas,170823,26029,129092.0,130329,149299,156863,110.88944472222222,27.923248611111113,029,Guaymas
281,27,Tabasco,Nacajuca,,,M27.01,Villahermosa,139480,27013,50791.0,80272,115066,150300,93.02004277777777,18.168857222222222,013,Nacajuca
282,27,Tabasco,Centro,,,M27.01,Villahermosa,712445,27004,386776.0,520308,640359,683607,92.91941611111112,17.9878375,004,Centro
283,28,Tamaulipas,Reynosa,,,M28.04,Reynosa,711130,28032,282667.0,420463,608891,704767,98.27812916666666,26.09235,032,Reynosa
284,28,Tamaulipas,Matamoros,,,M28.02,Matamoros,542609,28022,303293.0,418141,489193,541979,97.5048225,25.87991527777778,022,Matamoros
285,28,Tamaulipas,Ciudad Madero,,,M28.05,Tampico,214126,28009,160331.0,182325,197216,205933,97.83699999999999,22.246278611111112,009,Ciudad Madero
286,28,Tamaulipas,Río Bravo,,,M28.04,Reynosa,132838,28033,94009.0,104229,118259,132484,98.09013833333333,25.980996388888887,033,Río Bravo
287,28,Tamaulipas,Victoria,,,M28.01,Ciudad Victoria,365089,28041,207923.0,263063,321953,349688,99.15125027777778,23.731053055555552,041,Victoria
288,28,Tamaulipas,Altamira,,,M28.05,Tampico,263616,28003,82585.0,127664,212001,269790,97.93668694444445,22.391553055555555,003,Altamira
289,28,Tamaulipas,Tampico,,,M28.05,Tampico,315370,28038,272690.0,295442,297554,297562,97.85838666666666,22.21606027777778,038,Tampico
290,28,Tamaulipas,Nuevo Laredo,,,M28.03,Nuevo Laredo,428927,28027,219468.0,310915,384033,425058,99.50849277777778,27.48629138888889,027,Nuevo Laredo
291,29,Tlaxcala,Natívitas,,,M21.01,Puebla-Tlaxcala,26748,29023,21485.0,21020,23621,26309,98.31519416666666,19.234508333333334,023,Natívitas
292,29,Tlaxcala,Xaloztoc,,,M29.01,Tlaxcala-Apizaco,24735,29039,13500.0,16857,21769,25607,98.04882305555556,19.404180277777776,039,Xaloztoc
293,29,Tlaxcala,Tepeyanco,,,M21.01,Puebla-Tlaxcala,13187,29029,16942.0,9006,11048,13328,98.23603527777777,19.245567222222224,029,Tepeyanco
294,29,Tlaxcala,Zacatelco,,,M21.01,Puebla-Tlaxcala,43986,29044,36650.0,31915,38654,45717,98.24022638888889,19.21615,044,Zacatelco
295,29,Tlaxcala,Cuaxomulco,,,M29.01,Tlaxcala-Apizaco,5907,29009,3365.0,4255,5066,5928,98.10312222222221,19.355807222222225,009,Cuaxomulco
296,29,Tlaxcala,Papalotla de Xicohténcatl,,,M21.01,Puebla-Tlaxcala,30655,29041,17222.0,22288,26997,33499,98.2045863888889,19.1698525,041,Papalotla de Xicohténcatl
297,29,Tlaxcala,Ixtacuixtla de Mariano Matamoros,,,M21.01,Puebla-Tlaxcala,39680,29015,30663.0,30301,35162,38970,98.37711499999999,19.326645833333334,015,Ixtacuixtla de Mariano Matamoros
298,29,Tlaxcala,Teolocholco,,,M21.01,Puebla-Tlaxcala,25006,29028,13693.0,17067,21671,25257,98.1923513888889,19.244394444444445,028,Teolocholco
299,29,Tlaxcala,Chiautempan,,,M29.01,Tlaxcala-Apizaco,73441,29010,61144.0,57512,66149,73215,98.19296138888889,19.31398,010,Chiautempan
300,29,Tlaxcala,Acuamanala de Miguel Hidalgo,,,M21.01,Puebla-Tlaxcala,6574,29022,6989.0,4357,5711,6432,98.20081305555556,19.224674722222222,022,Acuamanala de Miguel Hidalgo
301,29,Tlaxcala,Tocatlán,,,M29.01,Tlaxcala-Apizaco,6424,29035,3729.0,4735,5589,6294,98.0319311111111,19.390451944444443,035,Tocatlán
302,29,Tlaxcala,Tenancingo,,,M21.01,Puebla-Tlaxcala,13220,29027,9749.0,10142,11763,12974,98.20253,19.147757777777777,027,Tenancingo
303,29,Tlaxcala,Tepetitla de Lardizábal,,,M21.01,Puebla-Tlaxcala,21912,29019,11235.0,14313,18725,22274,98.38200888888888,19.26753,019,Tepetitla de Lardizábal
304,29,Tlaxcala,Totolac,,,M29.01,Tlaxcala-Apizaco,23032,29036,15200.0,16682,20625,22529,98.25841333333334,19.325644166666667,036,Totolac
305,29,Tlaxcala,Xicohtzinco,,,M21.01,Puebla-Tlaxcala,14138,29042,8563.0,10226,12255,14197,98.23372222222223,19.17503388888889,042,Xicohtzinco
306,29,Tlaxcala,Apizaco,,,M29.01,Tlaxcala-Apizaco,85147,29005,51744.0,67675,76492,80725,98.14061166666667,19.41633472222222,005,Apizaco
307,29,Tlaxcala,Contla de Juan Cuamatzi,,,M29.01,Tlaxcala-Apizaco,39734,29018,22380.0,28842,35084,38579,98.1679063888889,19.334517777777776,018,Contla de Juan Cuamatzi
308,29,Tlaxcala,Apetatitlán de Antonio Carvajal,,,M29.01,Tlaxcala-Apizaco,15159,29002,8990.0,11795,13361,16003,98.19682166666666,19.332260277777777,002,Apetatitlán de Antonio Carvajal
309,29,Tlaxcala,Santa Cruz Tlaxcala,,,M29.01,Tlaxcala-Apizaco,21110,29026,10522.0,12824,17968,24116,98.15037972222223,19.35579527777778,026,Santa Cruz Tlaxcala
310,29,Tlaxcala,Tzompantepec,,,M29.01,Tlaxcala-Apizaco,17184,29038,10406.0,9294,14611,18006,98.09117138888888,19.376062222222224,038,Tzompantepec
311,29,Tlaxcala,Yauhquemehcan,,,M29.01,Tlaxcala-Apizaco,39477,29043,12783.0,21555,33081,42242,98.18401083333333,19.405009999999997,043,Yauhquemehcan
312,29,Tlaxcala,Amaxac de Guerrero,,,M29.01,Tlaxcala-Apizaco,12025,29001,6192.0,7679,9875,11403,98.16956944444445,19.350285833333334,001,Amaxac de Guerrero
313,29,Tlaxcala,Mazatecochco de José María Morelos,,,M21.01,Puebla-Tlaxcala,11340,29017,6320.0,8357,9740,11592,98.19067944444444,19.179725833333336,017,Mazatecochco de José María Morelos
314,29,Tlaxcala,San Pablo del Monte,,,M21.01,Puebla-Tlaxcala,79152,29025,40917.0,54387,69615,82688,98.17041583333334,19.11973777777778,025,San Pablo del Monte
315,29,Tlaxcala,Tetlatlahuca,,,M21.01,Puebla-Tlaxcala,14004,29032,15801.0,10803,12410,13561,98.29572833333333,19.231639444444443,032,Tetlatlahuca
316,29,Tlaxcala,Panotla,,,M29.01,Tlaxcala-Apizaco,28652,29024,17903.0,23391,25128,28357,98.26723305555555,19.31512916666667,024,Panotla
317,29,Tlaxcala,Tetla de la Solidaridad,,,M29.01,Tlaxcala-Apizaco,33846,29031,15429.0,21753,28760,35284,98.10405222222222,19.441415555555555,031,Tetla de la Solidaridad
318,29,Tlaxcala,Tlaxcala,,,M29.01,Tlaxcala-Apizaco,101522,29033,50492.0,73230,89795,99896,98.23764027777779,19.31655277777778,033,Tlaxcala
319,30,Veracruz de Ignacio de la Llave,Chinameca,,,M30.04,Minatitlán,16593,30059,13067.0,14105,15214,22638,94.68305555555555,18.017777777777777,059,Chinameca
320,30,Veracruz de Ignacio de la Llave,Rafael Lucio,,,M30.08,Xalapa,7974,30136,4309.0,5342,7023,8343,96.98955833333333,19.593105555555553,136,Rafael Lucio
321,30,Veracruz de Ignacio de la Llave,Yanga,,,M30.03,Córdoba,19044,30196,16701.0,16389,17462,17902,96.79849805555556,18.83383611111111,196,Yanga
322,30,Veracruz de Ignacio de la Llave,Tlalnelhuayocan,,,M30.08,Xalapa,18686,30182,6963.0,11484,16311,19664,96.97389694444445,19.5647375,182,Tlalnelhuayocan
323,30,Veracruz de Ignacio de la Llave,Ixhuatlancillo,,,M30.05,Orizaba,25993,30081,6553.0,11914,21150,27295,97.14893472222222,18.89792361111111,081,Ixhuatlancillo
324,30,Veracruz de Ignacio de la Llave,Río Blanco,,,M30.05,Orizaba,42101,30138,37686.0,39327,40634,41795,97.139525,18.838865,138,Río Blanco
325,30,Veracruz de Ignacio de la Llave,Zaragoza,,,M30.04,Minatitlán,11829,30199,6725.0,8945,10720,11899,94.64241361111112,17.955747499999998,199,Zaragoza
326,30,Veracruz de Ignacio de la Llave,San Andrés Tenejapan,,,M30.05,Orizaba,3003,30140,1798.0,2214,2715,3134,97.09322527777778,18.788702500000003,140,San Andrés Tenejapan
327,30,Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,,,M30.05,Orizaba,7268,30074,4760.0,5733,6750,7293,97.15591972222222,18.81657722222222,074,Huiloapan de Cuauhtémoc
328,30,Veracruz de Ignacio de la Llave,Oteapan,,,M30.04,Minatitlán,17220,30120,10688.0,12137,14965,10343,94.66658944444445,17.999503333333333,120,Oteapan
329,30,Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano,,,M30.07,Veracruz,24441,30100,19345.0,20580,22585,23918,96.33323027777777,19.094434166666666,100,Manlio Fabio Altamirano
330,30,Veracruz de Ignacio de la Llave,Soconusco,,,M30.01,Acayucan,16385,30145,9712.0,11467,14395,16574,94.88105083333333,17.962880555555554,145,Soconusco
331,30,Veracruz de Ignacio de la Llave,Orizaba,,,M30.05,Orizaba,126262,30118,114216.0,118593,120995,123182,97.09891444444445,18.850960833333335,118,Orizaba
332,30,Veracruz de Ignacio de la Llave,Mariano Escobedo,,,M30.05,Orizaba,37347,30101,18758.0,28622,33941,38670,97.13002416666666,18.912885555555555,101,Mariano Escobedo
333,30,Veracruz de Ignacio de la Llave,Oluta,,,M30.01,Acayucan,16115,30116,11552.0,13282,14784,17027,94.8969438888889,17.92818527777778,116,Oluta
334,30,Veracruz de Ignacio de la Llave,Xalapa,,,M30.08,Xalapa,506203,30087,288454.0,390590,457928,488531,96.92264472222223,19.52708472222222,087,Xalapa
335,30,Veracruz de Ignacio de la Llave,Tihuatlán,,,M30.06,Poza Rica,98010,30175,77304.0,81088,89774,92726,97.537945,20.716672222222222,175,Tihuatlán
336,30,Veracruz de Ignacio de la Llave,Coacoatzintla,,,M30.08,Xalapa,10475,30036,5407.0,7301,9416,11018,96.94514083333334,19.65310611111111,036,Coacoatzintla
337,30,Veracruz de Ignacio de la Llave,Cosoleacaque,,,M30.04,Minatitlán,131808,30048,46726.0,97437,117725,130903,94.63569416666667,17.998595,048,Cosoleacaque
338,30,Veracruz de Ignacio de la Llave,Minatitlán,,,M30.04,Minatitlán,167019,30108,195523.0,153001,157840,144776,94.54844416666667,17.9909775,108,Minatitlán
