,CVE_ENT_x,NOM_ENT,NOM_MUN,CVE_LOC,NOM_LOC,CVE_SUN,NOM_SUN,POB_2018,CVEGEO,P_TOTAL_1990,P_TOTAL_2000,P_TOTAL_2010,P_TOTAL_2020,LONGITUD,LATITUD,CVE_MUN,NOMGEO
491,11,Guanajuato,Irapuato,110170819.0,Fraccionamiento las Huertas,C11.05,Irapuato,0,11017,362915.0,440134,529440,592953,101.34811694444444,20.67280138888889,017,Irapuato
492,11,Guanajuato,Irapuato,110170863.0,Fraccionamiento las Liebres,C11.05,Irapuato,0,11017,362915.0,440134,529440,592953,101.34811694444444,20.67280138888889,017,Irapuato
493,11,Guanajuato,Irapuato,110170867.0,Las Huertas Tercera Sección,C11.05,Irapuato,0,11017,362915.0,440134,529440,592953,101.34811694444444,20.67280138888889,017,Irapuato
494,11,Guanajuato,Jaral del Progreso,110180001.0,Jaral del Progreso,P11.03,Jaral del Progreso,22213,11018,29764.0,31803,36584,38782,101.063975,20.376516666666667,018,Jaral del Progreso
495,11,Guanajuato,Romita,110260001.0,Romita,P11.04,Romita,22248,11026,44545.0,51825,56655,65766,101.51711722222223,20.871215,026,Romita
496,11,Guanajuato,Salamanca,110270001.0,Salamanca,C11.06,Salamanca,173831,11027,204311.0,226654,260732,273417,101.19991527777778,20.568680555555556,027,Salamanca
497,11,Guanajuato,Salamanca,110270089.0,La Luz (La Cal),C11.06,Salamanca,0,11027,204311.0,226654,260732,273417,101.19991527777778,20.568680555555556,027,Salamanca
498,11,Guanajuato,Salamanca,110270362.0,El Pitahayo,C11.06,Salamanca,0,11027,204311.0,226654,260732,273417,101.19991527777778,20.568680555555556,027,Salamanca
499,11,Guanajuato,Salvatierra,110280001.0,Salvatierra,C11.07,Salvatierra,37373,11028,97599.0,94558,97054,94126,100.88135999999999,20.2161175,028,Salvatierra
500,11,Guanajuato,Salvatierra,110280064.0,Urireo,C11.07,Salvatierra,10405,11028,97599.0,94558,97054,94126,100.88135999999999,20.2161175,028,Salvatierra
501,11,Guanajuato,San Felipe,110300001.0,San Felipe,P11.05,San Felipe,32103,11030,87216.0,95359,106952,119793,101.21594472222222,21.47933583333333,030,San Felipe
502,11,Guanajuato,San José Iturbide,110320001.0,San José Iturbide,C11.08,San José Iturbide,25359,11032,42681.0,54661,72411,89558,100.38572027777778,21.000821944444443,032,San José Iturbide
503,11,Guanajuato,San José Iturbide,110320254.0,El Pinito,C11.08,San José Iturbide,0,11032,42681.0,54661,72411,89558,100.38572027777778,21.000821944444443,032,San José Iturbide
504,11,Guanajuato,San Luis de la Paz,110330001.0,San Luis de la Paz,C11.09,San Luis de la Paz,50526,11033,78504.0,96729,115656,128536,100.51512555555556,21.298816111111112,033,San Luis de la Paz
505,11,Guanajuato,San Luis de la Paz,110330110.0,Misión de Chichimecas,C11.09,San Luis de la Paz,9934,11033,78504.0,96729,115656,128536,100.51512555555556,21.298816111111112,033,San Luis de la Paz
506,11,Guanajuato,San Luis de la Paz,110330565.0,Colonia Benito Juárez,C11.09,San Luis de la Paz,0,11033,78504.0,96729,115656,128536,100.51512555555556,21.298816111111112,033,San Luis de la Paz
507,11,Guanajuato,Santa Cruz de Juventino Rosas,110350001.0,Juventino Rosas,C11.10,Juventino Rosas,44567,11035,56166.0,65479,79214,82340,100.99403722222222,20.643200277777776,035,Santa Cruz de Juventino Rosas
508,11,Guanajuato,Santa Cruz de Juventino Rosas,110350184.0,Juan Mendoza Rangel (Ejidal Zúñiga),C11.10,Juventino Rosas,0,11035,56166.0,65479,79214,82340,100.99403722222222,20.643200277777776,035,Santa Cruz de Juventino Rosas
509,11,Guanajuato,Valle de Santiago,110420001.0,Valle de Santiago,P11.06,Valle de Santiago,71657,11042,132023.0,130821,141058,150054,101.18142972222223,20.39132222222222,042,Valle de Santiago
510,11,Guanajuato,Yuriria,110460001.0,Yuriria,P11.07,Yuriria,29309,11046,77247.0,73820,70782,68741,101.13093333333333,20.212743333333332,046,Yuriria
511,12,Guerrero,Arcelia,120070001.0,Arcelia,P12.01,Arcelia,20219,12007,30667.0,32818,32181,33267,100.28395194444444,18.315825,007,Arcelia
512,12,Guerrero,Atoyac de Álvarez,120110001.0,Atoyac de Álvarez,C12.01,Atoyac de Álvarez,20684,12011,58568.0,61736,61316,60680,100.43312944444445,17.21273888888889,011,Atoyac de Álvarez
513,12,Guerrero,Atoyac de Álvarez,120110071.0,El Ticui,C12.01,Atoyac de Álvarez,3275,12011,58568.0,61736,61316,60680,100.43312944444445,17.21273888888889,011,Atoyac de Álvarez
514,12,Guerrero,Ayutla de los Libres,120120001.0,Ayutla de los Libres,P12.02,Ayutla de los Libres,17637,12012,40002.0,55350,62690,69123,99.09738388888888,16.965286944444443,012,Ayutla de los Libres
515,12,Guerrero,Chilapa de Álvarez,120280001.0,Chilapa de Álvarez,P12.03,Chilapa de Álvarez,33781,12028,85621.0,102853,120790,123722,99.17768166666667,17.59423222222222,028,Chilapa de Álvarez
516,12,Guerrero,Huitzuco de los Figueroa,120340001.0,Ciudad de Huitzuco,P12.04,Ciudad de Huitzuco,19266,12034,35339.0,35668,37364,36593,99.33430305555555,18.30598,034,Huitzuco de los Figueroa
517,12,Guerrero,Iguala de la Independencia,120350001.0,Iguala de la Independencia,C12.02,Iguala de la Independencia,122790,12035,101067.0,123960,140363,154173,99.53836833333334,18.344549166666667,035,Iguala de la Independencia
518,12,Guerrero,Iguala de la Independencia,120350161.0,Colonia Vista Hermosa,C12.02,Iguala de la Independencia,0,12035,101067.0,123960,140363,154173,99.53836833333334,18.344549166666667,035,Iguala de la Independencia
519,12,Guerrero,Iguala de la Independencia,120350176.0,El Mezquite,C12.02,Iguala de la Independencia,0,12035,101067.0,123960,140363,154173,99.53836833333334,18.344549166666667,035,Iguala de la Independencia
520,12,Guerrero,Zihuatanejo de Azueta,120380001.0,Zihuatanejo,P12.05,Zihuatanejo,69161,12038,63366.0,95548,118211,126001,101.54817555555556,17.650457499999998,038,Zihuatanejo de Azueta
521,12,Guerrero,Ometepec,120460001.0,Ometepec,P12.06,Ometepec,28025,12046,38057.0,50356,61306,68207,98.40442138888889,16.685089166666668,046,Ometepec
522,12,Guerrero,Petatlán,120480001.0,Petatlán,P12.07,Petatlán,22064,12048,43145.0,46328,44979,44583,101.27455194444444,17.538206666666667,048,Petatlán
523,12,Guerrero,Pungarabato,120500001.0,Ciudad Altamirano,C12.03,Ciudad Altamirano-Riva Palacio,24879,12050,25362.0,34740,37035,38482,100.66824083333334,18.36227277777778,050,Pungarabato
524,12,Guerrero,Pungarabato,120500014.0,Santa Bárbara,C12.03,Ciudad Altamirano-Riva Palacio,0,12050,25362.0,34740,37035,38482,100.66824083333334,18.36227277777778,050,Pungarabato
525,12,Guerrero,Pungarabato,120500020.0,Santa Bárbara [Unidad Habitacional],C12.03,Ciudad Altamirano-Riva Palacio,0,12050,25362.0,34740,37035,38482,100.66824083333334,18.36227277777778,050,Pungarabato
526,12,Guerrero,Taxco de Alarcón,120550001.0,Taxco de Alarcón,P12.08,Taxco de Alarcón,51659,12055,86864.0,100245,104053,105586,99.60459472222222,18.557381944444444,055,Taxco de Alarcón
527,12,Guerrero,Técpan de Galeana,120570001.0,Técpan de Galeana,C12.04,Técpan de Galeana,15595,12057,59244.0,60313,62071,65237,100.63237777777778,17.22260861111111,057,Técpan de Galeana
528,12,Guerrero,Técpan de Galeana,120570086.0,El Súchil,C12.04,Técpan de Galeana,9545,12057,59244.0,60313,62071,65237,100.63237777777778,17.22260861111111,057,Técpan de Galeana
529,12,Guerrero,Teloloapan,120580001.0,Teloloapan,P12.09,Teloloapan,26156,12058,55466.0,53950,53769,53817,99.86957277777778,18.37180916666667,058,Teloloapan
530,12,Guerrero,Tixtla de Guerrero,120610001.0,Tixtla de Guerrero,P12.10,Tixtla de Guerrero,23919,12061,28943.0,33620,40058,43171,99.3982713888889,17.566724166666667,061,Tixtla de Guerrero
531,12,Guerrero,Tlapa de Comonfort,120660001.0,Tlapa de Comonfort,C12.05,Tlapa de Comonfort,54700,12066,44177.0,57346,81419,96125,98.58213833333333,17.546949444444447,066,Tlapa de Comonfort
532,12,Guerrero,Tlapa de Comonfort,120660005.0,Atlamajac,C12.05,Tlapa de Comonfort,0,12066,44177.0,57346,81419,96125,98.58213833333333,17.546949444444447,066,Tlapa de Comonfort
533,12,Guerrero,Tlapa de Comonfort,120660073.0,Colonia Constitución,C12.05,Tlapa de Comonfort,0,12066,44177.0,57346,81419,96125,98.58213833333333,17.546949444444447,066,Tlapa de Comonfort
534,12,Guerrero,Tlapa de Comonfort,120660089.0,Ninguno [Unidad Habitacional],C12.05,Tlapa de Comonfort,0,12066,44177.0,57346,81419,96125,98.58213833333333,17.546949444444447,066,Tlapa de Comonfort
535,12,Guerrero,Tlapa de Comonfort,120660092.0,Colonia Monte Sinaí,C12.05,Tlapa de Comonfort,0,12066,44177.0,57346,81419,96125,98.58213833333333,17.546949444444447,066,Tlapa de Comonfort
536,13,Hidalgo,Actopan,130030001.0,Actopan,C13.01,Actopan,31054,13003,40613.0,46010,54299,61002,98.94290055555555,20.26908583333333,003,Actopan
537,13,Hidalgo,Actopan,130030005.0,El Boxtha,C13.01,Actopan,3359,13003,40613.0,46010,54299,61002,98.94290055555555,20.26908583333333,003,Actopan
538,13,Hidalgo,Actopan,130030014.0,El Huaxtho,C13.01,Actopan,2921,13003,40613.0,46010,54299,61002,98.94290055555555,20.26908583333333,003,Actopan
539,13,Hidalgo,Ajacuba,130050001.0,Ajacuba,C13.08,Tetepango-Ajacuba,7299,13005,12704.0,14507,17055,18872,99.12213249999999,20.092525,005,Ajacuba
540,13,Hidalgo,Apan,130080001.0,Apan,C13.02,Apan,26081,13008,35572.0,39513,42563,46681,98.45194444444445,19.71,008,Apan
541,13,Hidalgo,Apan,130080200.0,San José el Mirador,C13.02,Apan,0,13008,35572.0,39513,42563,46681,98.45194444444445,19.71,008,Apan
542,13,Hidalgo,Apan,130080233.0,Ampliación Loma Bonita,C13.02,Apan,0,13008,35572.0,39513,42563,46681,98.45194444444445,19.71,008,Apan
543,13,Hidalgo,Francisco I. Madero,130230012.0,El Rosario,C13.01,Actopan,5426,13023,25554.0,28492,33901,36248,99.0888936111111,20.245185555555558,023,Francisco I. Madero
544,13,Hidalgo,Huejutla de Reyes,130280001.0,Huejutla de Reyes,C13.03,Huejutla de Reyes,45876,13028,86028.0,108239,122905,126781,98.420595,21.139211944444444,028,Huejutla de Reyes
545,13,Hidalgo,Huejutla de Reyes,130280026.0,Coco Chico,C13.03,Huejutla de Reyes,0,13028,86028.0,108239,122905,126781,98.420595,21.139211944444444,028,Huejutla de Reyes
546,13,Hidalgo,Huejutla de Reyes,130280027.0,Coco Grande,C13.03,Huejutla de Reyes,0,13028,86028.0,108239,122905,126781,98.420595,21.139211944444444,028,Huejutla de Reyes
547,13,Hidalgo,Huejutla de Reyes,130280042.0,Chililico,C13.03,Huejutla de Reyes,4428,13028,86028.0,108239,122905,126781,98.420595,21.139211944444444,028,Huejutla de Reyes
548,13,Hidalgo,Huejutla de Reyes,130280093.0,Tepexititla,C13.03,Huejutla de Reyes,0,13028,86028.0,108239,122905,126781,98.420595,21.139211944444444,028,Huejutla de Reyes
549,13,Hidalgo,Huejutla de Reyes,130280134.0,Zapotitla,C13.03,Huejutla de Reyes,0,13028,86028.0,108239,122905,126781,98.420595,21.139211944444444,028,Huejutla de Reyes
550,13,Hidalgo,Huejutla de Reyes,130280191.0,La Curva Tlaltzintla,C13.03,Huejutla de Reyes,0,13028,86028.0,108239,122905,126781,98.420595,21.139211944444444,028,Huejutla de Reyes
551,13,Hidalgo,Huejutla de Reyes,130280210.0,Palzoquiapa,C13.03,Huejutla de Reyes,0,13028,86028.0,108239,122905,126781,98.420595,21.139211944444444,028,Huejutla de Reyes
552,13,Hidalgo,Huejutla de Reyes,130280262.0,La Curva Tlaltzintla II,C13.03,Huejutla de Reyes,0,13028,86028.0,108239,122905,126781,98.420595,21.139211944444444,028,Huejutla de Reyes
553,13,Hidalgo,Ixmiquilpan,130300001.0,Ixmiquilpan,C13.04,Ixmiquilpan,34790,13030,65934.0,75833,86363,98654,99.21877361111112,20.48486777777778,030,Ixmiquilpan
554,13,Hidalgo,Ixmiquilpan,130300035.0,Panales,C13.04,Ixmiquilpan,4427,13030,65934.0,75833,86363,98654,99.21877361111112,20.48486777777778,030,Ixmiquilpan
555,13,Hidalgo,Mixquiahuala de Juárez,130410001.0,Mixquiahuala de Juárez,C13.05,Mixquiahuala-Progreso,27431,13041,31137.0,35065,42834,47222,99.21379805555556,20.22938,041,Mixquiahuala de Juárez
556,13,Hidalgo,Progreso de Obregón,130500001.0,Progreso de Obregón,C13.05,Mixquiahuala-Progreso,18674,13050,17156.0,19041,22217,23641,99.18935888888889,20.24819527777778,050,Progreso de Obregón
557,13,Hidalgo,San Salvador,130540019.0,San Antonio Zaragoza,C13.01,Actopan,3399,13054,25674.0,28980,32773,36796,99.01560388888889,20.284568055555557,054,San Salvador
558,13,Hidalgo,Tepeapulco,130610001.0,Tepeapulco,C13.06,Ciudad Sahagún-Tepeapulco,16939,13061,47214.0,49539,51664,56245,98.55366166666667,19.78567388888889,061,Tepeapulco
559,13,Hidalgo,Tepeapulco,130610002.0,Fray Bernardino de Sahagún (Ciudad Sahagún),C13.06,Ciudad Sahagún-Tepeapulco,28086,13061,47214.0,49539,51664,56245,98.55366166666667,19.78567388888889,061,Tepeapulco
560,13,Hidalgo,Tepeji del Río de Ocampo,130630001.0,Tepeji del Río de Ocampo,C13.07,Tepeji de Ocampo,31484,13063,51199.0,67858,80612,90546,99.34181416666667,19.90521722222222,063,Tepeji del Río de Ocampo
561,13,Hidalgo,Tepeji del Río de Ocampo,130630020.0,Tianguistengo (La Romera),C13.07,Tepeji de Ocampo,5320,13063,51199.0,67858,80612,90546,99.34181416666667,19.90521722222222,063,Tepeji del Río de Ocampo
562,13,Hidalgo,Tepeji del Río de Ocampo,130630021.0,Tinajas,C13.07,Tepeji de Ocampo,4904,13063,51199.0,67858,80612,90546,99.34181416666667,19.90521722222222,063,Tepeji del Río de Ocampo
563,13,Hidalgo,Tepeji del Río de Ocampo,130630053.0,Unidad Obrera Habitacional CTM,C13.07,Tepeji de Ocampo,0,13063,51199.0,67858,80612,90546,99.34181416666667,19.90521722222222,063,Tepeji del Río de Ocampo
564,13,Hidalgo,Tetepango,130650001.0,Tetepango,C13.08,Tetepango-Ajacuba,9880,13065,6871.0,8935,11112,11768,99.15612333333334,20.102655000000002,065,Tetepango
565,13,Hidalgo,Tezontepec de Aldama,130670001.0,Tezontepec de Aldama,C13.09,Tezontepec de Aldama,4925,13067,31651.0,38718,48025,55134,99.27268277777777,20.192761666666666,067,Tezontepec de Aldama
566,13,Hidalgo,Tezontepec de Aldama,130670005.0,Huitel,C13.09,Tezontepec de Aldama,5882,13067,31651.0,38718,48025,55134,99.27268277777777,20.192761666666666,067,Tezontepec de Aldama
567,13,Hidalgo,Tezontepec de Aldama,130670006.0,Mangas,C13.09,Tezontepec de Aldama,5512,13067,31651.0,38718,48025,55134,99.27268277777777,20.192761666666666,067,Tezontepec de Aldama
568,13,Hidalgo,Tezontepec de Aldama,130670008.0,Panuaya,C13.09,Tezontepec de Aldama,5383,13067,31651.0,38718,48025,55134,99.27268277777777,20.192761666666666,067,Tezontepec de Aldama
569,13,Hidalgo,Tezontepec de Aldama,130670009.0,Presas,C13.09,Tezontepec de Aldama,7023,13067,31651.0,38718,48025,55134,99.27268277777777,20.192761666666666,067,Tezontepec de Aldama
570,13,Hidalgo,Tezontepec de Aldama,130670018.0,San Isidro Presas,C13.09,Tezontepec de Aldama,0,13067,31651.0,38718,48025,55134,99.27268277777777,20.192761666666666,067,Tezontepec de Aldama
571,13,Hidalgo,Tezontepec de Aldama,130670020.0,La Loma,C13.09,Tezontepec de Aldama,0,13067,31651.0,38718,48025,55134,99.27268277777777,20.192761666666666,067,Tezontepec de Aldama
572,13,Hidalgo,Tlanalapa,130720010.0,San Vicente,C13.06,Ciudad Sahagún-Tepeapulco,0,13072,9051.0,9839,10248,11113,98.60391305555555,19.817894166666665,072,Tlanalapa
573,13,Hidalgo,Zacualtipán de ángeles,130810001.0,Zacualtipán,P13.01,Zacualtipán,29115,13081,19728.0,24933,32437,38155,98.65362694444445,20.64518138888889,081,Zacualtipán de Ángeles
574,13,Hidalgo,Zimapán,130840001.0,Zimapán,P13.02,Zimapán,15282,13084,35067.0,37435,38516,39927,99.38311305555555,20.73806888888889,084,Zimapán
575,14,Jalisco,Ahualulco de Mercado,140030001.0,Ahualulco de Mercado,P14.01,Ahualulco de Mercado,15808,14003,17419.0,20118,21714,23630,103.97500000000001,20.700555555555553,003,Ahualulco de Mercado
576,14,Jalisco,Ameca,140060001.0,Ameca,P14.02,Ameca,37153,14006,54555.0,56681,57340,60386,104.04305555555555,20.548611111111114,006,Ameca
577,14,Jalisco,Arandas,140080001.0,Arandas,P14.03,Arandas,55687,14008,63279.0,76293,72812,80609,102.34027777777777,20.705555555555556,008,Arandas
578,14,Jalisco,Atotonilco el Alto,140130001.0,Atotonilco el Alto,P14.04,Atotonilco el Alto,28242,14013,46513.0,51798,57717,64009,102.50416666666666,20.550555555555555,013,Atotonilco el Alto
579,14,Jalisco,Autlán de Navarro,140150001.0,Autlán de Navarro,P14.05,Autlán de Navarro,49484,14015,46747.0,50846,57559,64931,104.36527777777778,19.77138888888889,015,Autlán de Navarro
580,14,Jalisco,Ayotlán,140160072.0,La Ribera,C16.08,Yurécuaro-La Ribera,8137,14016,30740.0,35432,38291,41552,102.32833333333333,20.528055555555554,016,Ayotlán
581,14,Jalisco,La Barca,140180001.0,La Barca,C14.01,La Barca-Briseñas,36847,14018,52845.0,59086,64269,67937,102.54194444444444,20.290277777777778,018,La Barca
582,14,Jalisco,Cihuatlán,140220001.0,Cihuatlán,P14.06,Cihuatlán,20920,14022,24855.0,32019,39020,40139,104.56299777777778,19.238343333333333,022,Cihuatlán
583,14,Jalisco,Zapotlán el Grande,140230001.0,Ciudad Guzmán,P14.07,Ciudad Guzmán,105539,14023,74068.0,86743,100534,115141,103.46416666666667,19.70861111111111,023,Zapotlán el Grande
584,14,Jalisco,Chapala,140300001.0,Chapala,P14.08,Chapala,22658,14030,35578.0,43444,48839,55196,103.18972222222223,20.293333333333337,030,Chapala
585,14,Jalisco,Chapala,140300002.0,Ajijic,C14.02,Ajijic,11481,14030,35578.0,43444,48839,55196,103.18972222222223,20.293333333333337,030,Chapala
586,14,Jalisco,Chapala,140300005.0,San Antonio Tlayacapan,C14.02,Ajijic,6977,14030,35578.0,43444,48839,55196,103.18972222222223,20.293333333333337,030,Chapala
587,14,Jalisco,Encarnación de Díaz,140350001.0,Encarnación de Díaz,P14.09,Encarnación de Díaz,27389,14035,42341.0,46421,51396,53039,102.23305555555555,21.524444444444445,035,Encarnación de Díaz
588,14,Jalisco,El Grullo,140370001.0,El Grullo,P14.10,El Grullo,22581,14037,20135.0,22499,23845,25920,104.21555555555555,19.8075,037,El Grullo
589,14,Jalisco,Jalostotitlán,140460001.0,Jalostotitlán,P14.11,Jalostotitlán,26970,14046,24497.0,28110,31948,32678,102.46111111111111,21.16861111111111,046,Jalostotitlán
590,14,Jalisco,Jocotepec,140500001.0,Jocotepec,C14.03,Jocotepec,19842,14050,30928.0,35713,42164,47105,103.42527777777778,20.284444444444446,050,Jocotepec
591,14,Jalisco,Jocotepec,140500002.0,Chantepec (El Chante),C14.03,Jocotepec,4394,14050,30928.0,35713,42164,47105,103.42527777777778,20.284444444444446,050,Jocotepec
592,14,Jalisco,Lagos de Moreno,140530001.0,Lagos de Moreno,P14.12,Lagos de Moreno,109186,14053,106157.0,128118,153817,172403,101.92916666666667,21.35638888888889,053,Lagos de Moreno
593,14,Jalisco,Magdalena,140550001.0,Magdalena,P14.13,Magdalena,18084,14055,15361.0,18177,21321,21781,103.97611111111111,20.906388888888888,055,Magdalena
594,14,Jalisco,San Juan de los Lagos,140730001.0,San Juan de los Lagos,P14.14,San Juan de los Lagos,53197,14073,46409.0,55305,65219,72230,102.33277777777778,21.247777777777777,073,San Juan de los Lagos
595,14,Jalisco,San Julián,140740001.0,San Julián,C14.04,San Julián,14755,14074,13089.0,14760,15454,16792,102.18083333333334,21.009722222222223,074,San Julián
596,14,Jalisco,San Julián,140740075.0,Colonia Veintitrés de Mayo,C14.04,San Julián,2149,14074,13089.0,14760,15454,16792,102.18083333333334,21.009722222222223,074,San Julián
597,14,Jalisco,San Miguel el Alto,140780001.0,San Miguel el Alto,P14.15,San Miguel el Alto,26481,14078,23598.0,27666,31166,31965,102.39805555555556,21.030555555555555,078,San Miguel el Alto
598,14,Jalisco,Sayula,140820001.0,Sayula,P14.16,Sayula,26952,14082,27940.0,30995,34829,37186,103.59722222222221,19.88361111111111,082,Sayula
599,14,Jalisco,Tala,140830001.0,Tala,P14.17,Tala,42140,14083,45313.0,53616,69031,87690,103.70277777777778,20.6525,083,Tala
600,14,Jalisco,Tamazula de Gordiano,140850001.0,Tamazula de Gordiano,C14.05,Tamazula de Gordiano,20357,14085,42250.0,41111,37986,38955,103.25,19.67638888888889,085,Tamazula de Gordiano
601,14,Jalisco,Tamazula de Gordiano,140850156.0,Soyatlán de Afuera,C14.05,Tamazula de Gordiano,0,14085,42250.0,41111,37986,38955,103.25,19.67638888888889,085,Tamazula de Gordiano
602,14,Jalisco,Teocaltiche,140910001.0,Teocaltiche,P14.18,Teocaltiche,26108,14091,36379.0,37999,40105,39839,102.57027777777778,21.434444444444445,091,Teocaltiche
603,14,Jalisco,Tepatitlán de Morelos,140930001.0,Tepatitlán de Morelos,P14.19,Tepatitlán de Morelos,103284,14093,92395.0,119197,136123,150190,102.75722222222223,20.8175,093,Tepatitlán de Morelos
604,14,Jalisco,Tequila,140940001.0,Tequila,P14.20,Tequila,32449,14094,28088.0,35502,40697,44353,103.83564666666666,20.879439444444444,094,Tequila
605,14,Jalisco,Tizapán el Alto,140960001.0,Tizapán el Alto,P14.21,Tizapán el Alto,15915,14096,19598.0,19766,20857,22758,103.03916666666666,20.15861111111111,096,Tizapán el Alto
606,14,Jalisco,Tuxpan,141080001.0,Tuxpan,P14.22,Tuxpan,29710,14108,34808.0,33162,34182,37518,103.37222222222222,19.554444444444446,108,Tuxpan
607,14,Jalisco,Villa Hidalgo,141160001.0,Villa Hidalgo,P14.23,Villa Hidalgo,17119,14116,12814.0,15381,18711,20088,102.58527777777778,21.674444444444447,116,Villa Hidalgo
608,14,Jalisco,Zacoalco de Torres,141190001.0,Zacoalco de Torres,P14.24,Zacoalco de Torres,20669,14119,24669.0,25829,27901,30472,103.56527777777778,20.22861111111111,119,Zacoalco de Torres
609,14,Jalisco,Zapotiltic,141210001.0,Zapotiltic,P14.25,Zapotiltic,24718,14121,27981.0,28981,29192,33713,103.41250000000001,19.625555555555557,121,Zapotiltic
610,15,México,Atlacomulco,150140001.0,Atlacomulco de Fabela,C15.01,Atlacomulco de Fabela,25442,15014,54067.0,76750,93718,109384,99.87425388888889,19.800028611111113,014,Atlacomulco
611,15,México,Atlacomulco,150140032.0,El Rincón de la Candelaria,C15.01,Atlacomulco de Fabela,2219,15014,54067.0,76750,93718,109384,99.87425388888889,19.800028611111113,014,Atlacomulco
612,15,México,Atlacomulco,150140057.0,Tecoac (Santa María Nativitas),C15.01,Atlacomulco de Fabela,3466,15014,54067.0,76750,93718,109384,99.87425388888889,19.800028611111113,014,Atlacomulco
613,15,México,Chapa de Mota,150260008.0,Dongu,C15.02,San Felipe Coamango-San Juan Tuxtepec,3314,15026,17581.0,22828,27551,31737,99.525995,19.81346527777778,026,Chapa de Mota
614,15,México,Chapa de Mota,150260020.0,San Felipe Coamango,C15.02,San Felipe Coamango-San Juan Tuxtepec,5884,15026,17581.0,22828,27551,31737,99.525995,19.81346527777778,026,Chapa de Mota
615,15,México,Chapa de Mota,150260023.0,San Juan Tuxtepec,C15.02,San Felipe Coamango-San Juan Tuxtepec,5584,15026,17581.0,22828,27551,31737,99.525995,19.81346527777778,026,Chapa de Mota
616,15,México,Chapa de Mota,150260024.0,Santa Elena,C15.02,San Felipe Coamango-San Juan Tuxtepec,0,15026,17581.0,22828,27551,31737,99.525995,19.81346527777778,026,Chapa de Mota
617,15,México,Ixtapan de la Sal,150400001.0,Ixtapan de la Sal,C15.03,Ixtapan de la Sal,21297,15040,24297.0,30529,33541,36911,99.67582277777778,18.844605555555553,040,Ixtapan de la Sal
618,15,México,Ixtapan de la Sal,150400019.0,Tecomatepec,C15.03,Ixtapan de la Sal,2262,15040,24297.0,30529,33541,36911,99.67582277777778,18.844605555555553,040,Ixtapan de la Sal
619,15,México,Ixtlahuaca,150420001.0,Ixtlahuaca de Rayón,C15.05,Santo Domingo de Guzmán,6213,15042,88545.0,115165,141482,160139,99.76926722222223,19.569813888888888,042,Ixtlahuaca
620,15,México,Ixtlahuaca,150420002.0,La Concepción los Baños,C15.04,Los Baños,8349,15042,88545.0,115165,141482,160139,99.76926722222223,19.569813888888888,042,Ixtlahuaca
621,15,México,Ixtlahuaca,150420007.0,Guadalupe Cachi,C15.05,Santo Domingo de Guzmán,4351,15042,88545.0,115165,141482,160139,99.76926722222223,19.569813888888888,042,Ixtlahuaca
622,15,México,Ixtlahuaca,150420017.0,San Cristóbal los Baños,C15.04,Los Baños,4660,15042,88545.0,115165,141482,160139,99.76926722222223,19.569813888888888,042,Ixtlahuaca
623,15,México,Ixtlahuaca,150420024.0,San Juan de las Manzanas,C15.05,Santo Domingo de Guzmán,5401,15042,88545.0,115165,141482,160139,99.76926722222223,19.569813888888888,042,Ixtlahuaca
624,15,México,Ixtlahuaca,150420029.0,Barrio de San Pedro la Cabecera,C15.05,Santo Domingo de Guzmán,3600,15042,88545.0,115165,141482,160139,99.76926722222223,19.569813888888888,042,Ixtlahuaca
625,15,México,Ixtlahuaca,150420030.0,San Pedro los Baños,C15.04,Los Baños,14465,15042,88545.0,115165,141482,160139,99.76926722222223,19.569813888888888,042,Ixtlahuaca
626,15,México,Ixtlahuaca,150420034.0,Emiliano Zapata (Santo Domingo),C15.05,Santo Domingo de Guzmán,9017,15042,88545.0,115165,141482,160139,99.76926722222223,19.569813888888888,042,Ixtlahuaca
627,15,México,Ixtlahuaca,150420035.0,Santo Domingo de Guzmán,C15.05,Santo Domingo de Guzmán,8962,15042,88545.0,115165,141482,160139,99.76926722222223,19.569813888888888,042,Ixtlahuaca
628,15,México,Ixtlahuaca,150420066.0,Ejido de la Concepción de los Baños Primero,C15.04,Los Baños,0,15042,88545.0,115165,141482,160139,99.76926722222223,19.569813888888888,042,Ixtlahuaca
629,15,México,San Felipe del Progreso,150740008.0,Calvario del Carmen,C15.06,San Nicolás Guadalupe,4128,15074,140834.0,177287,121396,144924,99.95329444444445,19.713924166666665,074,San Felipe del Progreso
630,15,México,San Felipe del Progreso,150740037.0,Guadalupe Coté,C15.06,San Nicolás Guadalupe,0,15074,140834.0,177287,121396,144924,99.95329444444445,19.713924166666665,074,San Felipe del Progreso
631,15,México,San Felipe del Progreso,150740097.0,San Miguel la Labor,C15.06,San Nicolás Guadalupe,6080,15074,140834.0,177287,121396,144924,99.95329444444445,19.713924166666665,074,San Felipe del Progreso
632,15,México,San Felipe del Progreso,150740098.0,San Nicolás Guadalupe,C15.06,San Nicolás Guadalupe,6290,15074,140834.0,177287,121396,144924,99.95329444444445,19.713924166666665,074,San Felipe del Progreso
633,15,México,San Felipe del Progreso,150740281.0,Barrio el Rincón Santa Ana Nichi Ejido,C15.06,San Nicolás Guadalupe,0,15074,140834.0,177287,121396,144924,99.95329444444445,19.713924166666665,074,San Felipe del Progreso
